run,seed,episode,outcome,failure_mode,steps,final_dist_xy,final_dist_z,min_dist_xy,min_dist_z,success_shape_yaw_error_deg,final_shape_yaw_error_deg,final_peg_tilt_angle_deg,low_z_misaligned_steps,insert_band_misaligned_steps,visual_yaw_align_steps,visual_yaw_align_blocked_steps,final_servo_descent_steps,final_servo_recovery_triggers,fixture_clearance_steps,last_pre_dist_xy,last_pre_z_above_target,last_true_signed_yaw_deg,last_pred_signed_yaw_deg,last_pose_ik_target_square_yaw_error_deg,last_final_servo_phase,last_visual_yaw_reason,top_visual_yaw_reasons,temporal_gate_steps,low_visibility_brake_steps,target_hold_steps,aligned_descent_steps,blocked_down_rows,visible_prediction_rows,high_pred_rows,sign_mismatch_rows,high_error_rows,correct_high_yaw_visible_rows,correct_high_yaw_xy_gate_rows,correct_high_yaw_raw_norm_gate_rows,correct_high_yaw_inactive_rows,max_pred_abs_yaw_deg,max_truth_abs_yaw_deg,max_pred_truth_abs_error_deg,final_window_pred_abs_mean_deg,final_window_truth_abs_mean_deg,final_window_pred_truth_abs_error_mean_deg
baseline,906510,10,success,success,514,0.002071,0.004277,0.000241,0.000777,9.998,9.998,0.028,0,0,213,262,331,1,0,0.001817,0.004611,9.998,-0.738,nan,square_fast_settle,target_hold_z_gate,target_hold_z_gate:167;applied:159;inactive_phase:105,0,0,195,55,262,241,9,0,0,6,0,0,0,169.556,173.773,27.494,1.512,11.181,12.667
baseline,906511,11,success,success,366,0.001969,0.009797,0.000227,0.009797,3.068,3.068,0.098,0,0,120,42,59,0,0,0.001979,0.011135,-3.068,-1.718,nan,square_fast_settle,aligned_descent_latch,inactive_phase:246;applied:64;aligned_descent:28,0,0,0,56,42,120,8,0,0,4,0,0,0,172.891,175.860,26.643,1.675,1.963,0.801
baseline,906512,12,success,success,270,0.002008,0.009046,0.000013,0.009046,4.951,4.951,0.039,0,0,135,65,68,0,0,0.002057,0.010424,4.951,-2.955,nan,square_fast_settle,aligned_descent_latch,inactive_phase:122;applied:93;aligned_descent_latch:37,0,0,12,42,65,147,9,0,0,5,0,0,0,170.709,174.016,26.113,1.962,2.176,4.138
baseline,906513,13,success,success,350,0.002033,0.008832,0.000132,0.008832,4.448,4.448,0.033,0,0,134,55,61,0,0,0.002208,0.010288,4.448,-2.598,nan,square_fast_settle,aligned_descent_latch,inactive_phase:216;applied:79;aligned_descent:38,0,0,0,55,55,134,9,0,0,6,0,0,0,173.135,179.984,27.030,1.818,3.696,5.515
baseline,906514,14,success,success,398,0.001721,0.009317,0.000377,0.009317,6.822,6.822,0.889,0,0,136,87,90,1,0,0.001627,0.010670,6.822,2.099,nan,square_fast_settle,aligned_descent_latch,inactive_phase:109;applied:88;raw_norm_gate:77,0,2,0,48,87,136,99,71,37,14,0,0,0,172.588,179.667,119.494,2.181,3.533,1.438
baseline,906515,15,success,success,347,0.002392,0.009385,0.000310,0.009385,7.843,7.843,0.065,0,0,110,44,69,0,0,0.002128,0.010131,7.843,-2.508,nan,square_fast_settle,applied,inactive_phase:220;applied:54;aligned_descent_latch:50,0,0,17,60,44,127,8,0,0,5,0,0,0,178.541,174.241,28.243,1.805,5.074,6.872
baseline,906516,16,success,success,220,0.002104,0.009498,0.000338,0.009498,2.374,2.374,0.065,0,0,136,51,61,0,0,0.001945,0.011126,2.374,-2.400,nan,square_fast_settle,aligned_descent_latch,applied:97;inactive_phase:84;aligned_descent:25,0,0,0,39,51,136,9,0,0,6,0,0,0,165.647,171.743,25.712,1.864,1.287,2.468
baseline,906517,17,timeout,timeout_wrong_yaw_basin,1000,0.159268,0.043922,0.015109,0.033162,172.836,172.836,0.538,62,0,58,67,0,2,0,0.160568,0.043741,-172.836,173.347,nan,recover_recenter,xy_gate,xy_gate:597;inactive_phase:283;applied:58,0,9,0,0,67,58,115,53,43,29,0,0,0,179.869,179.816,128.173,148.234,159.942,25.756
baseline,906518,18,success,success,252,0.001365,0.009558,0.000335,0.009558,0.540,0.540,0.060,0,0,125,43,62,0,0,0.001337,0.010942,0.540,-2.144,nan,square_fast_settle,aligned_descent_latch,inactive_phase:126;applied:72;aligned_descent_latch:30,0,0,1,54,43,126,8,0,0,5,0,0,0,178.867,173.748,24.479,1.792,0.843,2.635
baseline,906519,19,success,success,268,0.001795,0.009051,0.000398,0.009051,1.713,1.713,0.042,0,0,126,50,68,0,0,0.001973,0.010386,1.713,-2.779,nan,square_fast_settle,aligned_descent_latch,inactive_phase:131;applied:70;aligned_descent_latch:34,0,0,11,56,50,137,9,0,0,6,0,0,0,176.400,175.648,26.100,1.902,0.776,2.287
baseline,908500,0,success,success,236,0.001483,0.009998,0.000267,0.009998,0.868,0.868,0.042,0,0,136,51,56,0,0,0.001533,0.011425,0.868,-2.071,nan,square_fast_settle,aligned_descent_latch,inactive_phase:100;applied:83;aligned_descent:47,0,0,0,53,51,136,9,0,1,5,0,0,0,170.751,177.789,30.281,1.735,1.874,3.610
baseline,908501,1,success,success,345,0.002146,0.009197,0.000225,0.009197,5.401,5.401,0.035,0,0,177,104,74,0,0,0.002011,0.010736,5.401,-2.529,nan,square_fast_settle,aligned_descent_latch,inactive_phase:137;applied:136;aligned_descent_latch:38,0,1,29,41,104,206,10,0,1,4,0,0,0,176.696,179.956,32.010,2.166,1.710,2.850
baseline,908502,2,success,success,306,0.001855,0.009849,0.000698,0.009849,2.003,2.003,0.039,0,0,121,38,57,0,0,0.001856,0.011249,2.003,-1.670,nan,square_fast_settle,aligned_descent,inactive_phase:185;applied:73;aligned_descent:24,0,0,0,48,38,121,11,0,0,8,0,0,0,175.081,179.961,21.795,1.867,1.274,3.135
baseline,908503,3,timeout,timeout_wrong_yaw_basin,1000,0.136038,0.110338,0.023087,0.039182,175.650,175.650,6.621,2,0,54,83,0,1,0,0.137192,0.110426,-175.650,-160.142,nan,align_hover,raw_norm_gate,inactive_phase:453;raw_norm_gate:238;xy_gate:226,0,29,0,0,83,54,295,24,7,27,0,0,0,179.881,179.839,42.833,148.418,141.890,10.269
baseline,908504,4,success,success,358,0.001128,0.009010,0.000165,0.009010,0.691,0.691,0.070,0,0,118,53,67,0,0,0.000925,0.010286,0.691,-0.692,nan,square_fast_settle,aligned_descent_latch,inactive_phase:223;applied:60;aligned_descent_latch:49,0,0,17,59,53,135,8,0,0,5,0,0,0,176.000,175.553,25.732,1.517,0.670,2.008
baseline,908505,5,success,success,303,0.001464,0.008859,0.000166,0.008859,8.129,8.129,0.031,0,0,122,50,59,0,0,0.001429,0.010282,8.129,-0.168,nan,square_fast_settle,aligned_descent,inactive_phase:171;applied:71;aligned_descent_latch:28,0,0,9,55,50,131,10,0,1,6,0,0,0,172.108,174.552,46.873,1.526,10.132,11.655
baseline,908506,6,success,success,394,0.001578,0.008821,0.000316,0.008821,2.556,2.556,0.052,0,0,123,40,61,0,0,0.001727,0.010503,2.556,-2.445,nan,square_fast_settle,aligned_descent_latch,inactive_phase:271;applied:75;aligned_descent_latch:26,0,0,0,48,40,123,9,0,0,5,0,0,0,164.956,174.797,26.434,1.746,1.291,3.038
baseline,908507,7,success,success,297,0.001885,0.009467,0.001677,0.009467,0.296,0.296,0.045,0,0,191,59,35,1,0,0.002113,0.010906,0.296,-1.799,nan,square_fast_settle,aligned_descent_latch,applied:136;inactive_phase:105;aligned_descent:44,0,0,0,55,59,191,9,0,1,5,0,0,0,164.251,177.254,33.654,1.562,1.723,3.270
baseline,908508,8,timeout,timeout_yaw_not_aligned,1000,0.017459,0.031221,0.000379,0.017864,19.430,19.430,0.891,234,8,511,425,99,6,0,0.017355,0.031123,19.430,-5.070,nan,recover_lift,applied,applied:467;inactive_phase:161;xy_gate:107,0,5,111,52,425,588,122,21,14,19,0,0,0,179.412,178.473,52.298,4.564,18.137,16.890
baseline,908509,9,success,success,294,0.000466,0.009486,0.000347,0.009486,4.838,4.838,0.036,0,0,113,51,61,0,0,0.000536,0.011130,4.838,-2.396,nan,square_fast_settle,aligned_descent_latch,inactive_phase:168;applied:69;aligned_descent_latch:37,0,0,13,44,51,126,9,0,0,6,0,0,0,174.854,174.285,17.861,1.960,1.414,3.037
baseline,908510,10,timeout,timeout_wrong_yaw_basin,1000,0.221396,0.103488,0.009759,0.052647,176.925,176.925,3.537,0,0,61,77,0,2,0,0.222585,0.103747,-176.925,-14.455,nan,recover_recenter,xy_gate,xy_gate:553;inactive_phase:221;raw_norm_gate:149,0,16,0,0,77,61,192,152,95,19,0,0,0,179.994,179.960,55.631,124.921,135.703,18.983
baseline,908511,11,success,success,371,0.000721,0.009584,0.000114,0.009584,2.617,2.617,0.051,0,0,130,42,65,0,0,0.000801,0.010941,2.617,-2.372,nan,square_fast_settle,aligned_descent_latch,inactive_phase:235;applied:74;aligned_descent_latch:41,0,0,6,56,42,136,8,0,0,5,0,0,0,178.611,179.982,19.511,1.892,1.572,3.463
baseline,908512,12,success,success,424,0.002380,0.009204,0.001570,0.009204,9.872,9.872,0.911,0,0,160,57,63,0,0,0.002239,0.010357,9.872,1.739,nan,square_fast_settle,aligned_descent_latch,inactive_phase:262;applied:103;aligned_descent_latch:52,0,0,1,57,57,161,10,1,0,6,0,0,0,175.106,178.725,25.141,2.626,11.203,8.578
baseline,908513,13,success,success,517,0.001184,0.008779,0.000202,0.008779,8.558,8.558,0.883,0,0,216,166,121,1,0,0.001105,0.010463,8.558,1.764,nan,square_fast_settle,aligned_descent,applied:176;raw_norm_gate:166;inactive_phase:118,0,12,5,40,166,221,200,167,87,16,0,0,0,179.861,179.576,61.316,2.091,5.461,3.370
baseline,908514,14,success,success,286,0.002081,0.009690,0.000147,0.009690,5.371,5.371,0.052,0,0,131,29,67,0,0,0.002151,0.011033,5.371,-2.511,nan,square_fast_settle,aligned_descent_latch,inactive_phase:155;applied:67;aligned_descent:41,0,0,0,64,29,131,8,0,0,5,0,0,0,171.400,173.106,23.593,1.817,3.693,5.510
baseline,908515,15,success,success,306,0.001894,0.008452,0.000354,0.008452,2.407,2.407,0.046,0,0,153,59,56,0,0,0.002320,0.010179,2.407,-2.572,nan,square_fast_settle,aligned_descent_latch,inactive_phase:151;applied:108;aligned_descent_latch:27,0,0,0,45,59,153,12,0,1,7,0,0,0,164.927,178.984,34.620,1.962,1.075,2.096
baseline,908516,16,timeout,timeout_wrong_yaw_basin,1000,0.027535,0.059287,0.027119,0.001767,175.285,175.285,11.089,466,329,36,219,0,1,182,0.027502,0.059312,-175.285,-179.845,nan,inactive,low_visibility_brake,inactive_phase:378;xy_gate:266;low_visibility_brake:182,0,182,1,0,219,37,205,62,4,18,0,0,0,179.978,179.914,77.885,178.432,175.250,4.910
baseline,908517,17,success,success,301,0.001259,0.008872,0.000378,0.008872,2.263,2.263,0.060,0,0,116,67,65,0,0,0.001029,0.010304,2.263,-3.405,nan,square_fast_settle,aligned_descent_latch,inactive_phase:153;applied:62;aligned_descent:33,0,0,29,55,67,141,9,0,3,6,0,0,0,170.017,176.410,32.316,1.415,0.939,1.440
baseline,908518,18,success,success,968,0.001495,0.004565,0.000074,0.000053,9.863,9.863,0.024,56,20,529,400,217,2,0,0.001458,0.005648,9.863,-1.147,nan,square_fast_settle,target_hold_z_gate,applied:386;inactive_phase:169;xy_gate:144,0,45,71,153,400,572,73,3,4,15,0,0,0,178.742,178.903,35.726,1.741,12.586,14.327
baseline,908519,19,success,success,273,0.001388,0.009128,0.000128,0.009128,4.018,4.018,0.036,0,0,120,30,55,0,0,0.001430,0.010685,4.018,-1.879,nan,square_fast_settle,aligned_descent,inactive_phase:151;applied:69;aligned_descent_latch:31,0,0,2,51,30,122,11,0,0,8,0,0,0,171.026,176.233,27.041,1.737,2.030,3.767
hold_xy60,906500,0,success,success,322,0.002146,0.009200,0.001562,0.009200,9.698,9.698,0.044,3,0,153,118,29,1,0,0.002206,0.010066,9.698,-3.710,nan,square_fast_settle,applied,inactive_phase:118;applied:118;aligned_descent_latch:31,0,0,49,41,118,182,8,0,0,5,0,0,0,162.177,177.778,23.734,1.625,5.158,6.628
hold_xy60,906501,1,success,success,243,0.002403,0.009355,0.000273,0.009355,0.327,0.327,0.042,0,0,135,46,63,0,0,0.002494,0.010727,-0.327,-1.838,nan,square_fast_settle,aligned_descent_latch,inactive_phase:108;applied:85;aligned_descent:45,0,0,0,50,46,135,9,0,0,6,0,0,0,168.290,179.063,27.357,1.839,0.939,1.115
hold_xy60,906502,2,success,success,264,0.002165,0.009208,0.000289,0.009208,1.928,1.928,0.047,0,0,113,49,56,0,0,0.002516,0.010866,1.928,-3.847,nan,square_fast_settle,aligned_descent_latch,inactive_phase:146;applied:64;aligned_descent_latch:27,0,0,5,49,49,118,10,0,0,7,0,0,0,167.718,171.141,29.731,1.908,2.913,2.698
hold_xy60,906503,3,success,success,281,0.002724,0.009345,0.000184,0.009345,6.743,6.743,0.060,0,0,164,61,53,0,0,0.002801,0.010918,6.743,-2.547,nan,square_fast_settle,aligned_descent_latch,inactive_phase:116;applied:113;aligned_descent_latch:30,0,0,0,50,61,164,9,0,1,5,0,0,0,168.859,179.970,31.904,1.647,5.081,6.728
hold_xy60,906504,4,success,success,662,0.001327,0.008903,0.000256,0.008903,5.683,5.683,0.029,0,0,118,55,65,0,0,0.001355,0.010367,5.683,-2.263,nan,square_fast_settle,aligned_descent_latch,inactive_phase:538;applied:65;aligned_descent_latch:34,0,0,6,51,55,124,8,0,0,5,0,0,0,173.063,179.998,24.626,1.954,3.790,5.744
hold_xy60,906505,5,success,success,253,0.001878,0.009099,0.000182,0.009099,2.108,2.108,0.039,0,0,129,30,59,0,0,0.002011,0.010612,2.108,-2.447,nan,square_fast_settle,aligned_descent_latch,inactive_phase:124;applied:76;aligned_descent_latch:37,0,0,0,53,30,129,11,0,0,7,0,0,0,169.651,172.705,14.260,1.859,0.881,2.172
hold_xy60,906506,6,success,success,272,0.001979,0.008907,0.000581,0.008907,3.068,3.068,0.042,0,0,147,37,60,0,0,0.002123,0.010439,3.068,-2.502,nan,square_fast_settle,aligned_descent_latch,inactive_phase:124;applied:99;aligned_descent_latch:36,0,0,1,48,37,148,9,0,0,6,0,0,0,167.408,176.453,24.960,1.845,1.079,2.923
hold_xy60,906507,7,success,success,294,0.002683,0.009504,0.000032,0.009504,4.265,4.265,0.037,0,0,117,60,64,0,0,0.002880,0.010963,4.265,-2.421,nan,square_fast_settle,aligned_descent_latch,inactive_phase:161;applied:69;aligned_descent_latch:33,0,0,16,48,60,133,10,0,0,7,0,0,0,165.650,172.409,24.660,1.809,3.717,5.527
hold_xy60,906508,8,success,success,421,0.001971,0.009071,0.000021,0.009071,5.984,5.984,0.069,0,0,141,40,52,0,0,0.001958,0.010753,5.984,-2.142,nan,square_fast_settle,aligned_descent_latch,inactive_phase:280;applied:90;aligned_descent_latch:33,0,0,0,51,40,141,9,0,0,5,0,0,0,174.457,179.980,25.866,1.832,4.127,5.959
hold_xy60,906509,9,success,success,278,0.001108,0.009238,0.000376,0.009238,2.959,2.959,0.039,0,0,116,42,58,0,0,0.001306,0.010897,2.959,-1.588,nan,square_fast_settle,aligned_descent_latch,inactive_phase:156;applied:74;aligned_descent_latch:27,0,0,6,42,42,122,11,0,0,8,0,0,0,170.172,169.804,27.987,1.825,1.246,3.048
hold_xy60,906510,10,success,success,264,0.001911,0.000121,0.000696,0.000030,8.911,8.911,0.272,0,0,129,69,82,0,0,0.001588,-0.000030,8.911,-1.298,nan,square_fast_settle,z_gate,inactive_phase:105;applied:77;aligned_descent_latch:41,0,0,28,57,69,152,9,0,0,6,0,0,0,169.553,173.773,27.488,1.845,6.906,8.734
hold_xy60,906511,11,success,success,361,0.002073,0.008646,0.000352,0.008646,3.069,3.069,0.098,0,0,117,41,60,0,0,0.002093,0.010038,-3.069,-1.926,nan,square_fast_settle,aligned_descent_latch,inactive_phase:243;applied:61;aligned_descent:36,0,0,1,57,41,118,8,0,0,4,0,0,0,175.175,175.510,26.946,1.675,1.962,0.779
hold_xy60,906512,12,success,success,277,0.001378,0.009673,0.000132,0.009673,4.705,4.705,0.038,0,0,141,72,75,0,0,0.001499,0.011078,4.705,-2.868,nan,square_fast_settle,aligned_descent_latch,inactive_phase:122;applied:101;aligned_descent_latch:33,0,0,13,40,72,154,9,0,0,5,0,0,0,170.707,174.016,26.113,2.007,2.290,4.297
hold_xy60,906513,13,success,success,295,0.001416,0.009186,0.000120,0.009186,4.631,4.631,0.033,0,0,134,55,63,0,0,0.001597,0.010671,4.631,-2.066,nan,square_fast_settle,aligned_descent_latch,inactive_phase:161;applied:81;aligned_descent:37,0,0,0,53,55,134,9,0,0,6,0,0,0,173.306,179.985,25.651,1.834,3.660,5.494
hold_xy60,906514,14,timeout,timeout_never_descended_low,1000,0.001930,0.072601,0.000218,0.066511,2.652,2.652,0.833,0,0,738,683,670,2,0,0.002316,0.072375,2.652,2.312,nan,near_miss_descend,applied,applied:738;inactive_phase:109;raw_norm_gate:77,0,2,0,0,683,738,99,71,37,14,0,0,0,172.582,179.667,119.796,2.414,2.666,0.307
hold_xy60,906515,15,success,success,347,0.002399,0.009378,0.000324,0.009378,7.844,7.844,0.065,0,0,110,44,69,0,0,0.002140,0.010122,7.844,-2.498,nan,square_fast_settle,applied,inactive_phase:220;applied:54;aligned_descent_latch:50,0,0,17,60,44,127,8,0,0,5,0,0,0,178.569,174.238,28.244,1.806,5.063,6.861
hold_xy60,906516,16,success,success,221,0.002279,0.009409,0.000208,0.009409,2.304,2.304,0.066,0,0,137,50,60,0,0,0.002113,0.011055,2.304,-2.031,nan,square_fast_settle,aligned_descent_latch,applied:97;inactive_phase:84;aligned_descent:28,0,0,0,39,50,137,9,0,0,6,0,0,0,165.651,171.743,25.498,1.859,1.287,2.432
hold_xy60,906517,17,timeout,timeout_wrong_yaw_basin,1000,0.151662,0.064221,0.015108,0.053890,172.186,172.186,2.008,0,0,50,67,0,2,0,0.153021,0.064637,-172.186,178.229,nan,recover_recenter,xy_gate,xy_gate:471;inactive_phase:272;raw_norm_gate:190,0,17,0,0,67,50,254,134,19,47,0,0,0,179.974,178.964,67.539,176.820,173.425,9.639
hold_xy60,906518,18,success,success,253,0.001462,0.008857,0.000294,0.008857,0.372,0.372,0.059,0,0,127,44,63,0,0,0.001457,0.010221,0.372,-1.255,nan,square_fast_settle,aligned_descent_latch,inactive_phase:126;applied:72;aligned_descent_latch:36,0,0,0,55,44,127,8,0,0,5,0,0,0,178.867,173.748,24.479,1.798,0.840,2.638
hold_xy60,906519,19,success,success,267,0.001931,0.009463,0.000356,0.009463,1.501,1.501,0.043,0,0,120,52,67,0,0,0.002021,0.010771,1.501,-2.388,nan,square_fast_settle,aligned_descent_latch,inactive_phase:131;applied:65;aligned_descent_latch:36,0,0,16,55,52,136,9,0,0,6,0,0,0,176.325,175.635,26.102,1.808,0.760,2.248
hold_xy60,908500,0,success,success,234,0.001671,0.009914,0.000208,0.009914,0.856,0.856,0.042,0,0,134,51,55,0,0,0.001757,0.011377,0.856,-2.162,nan,square_fast_settle,aligned_descent_latch,inactive_phase:100;applied:80;aligned_descent:49,0,0,0,53,51,134,9,0,1,5,0,0,0,170.752,177.789,30.249,1.735,1.856,3.591
hold_xy60,908501,1,success,success,326,0.002421,0.009949,0.001054,0.009949,5.664,5.664,0.034,0,0,163,80,58,0,0,0.002347,0.011384,5.664,-4.732,nan,square_fast_settle,applied,inactive_phase:136;applied:105;aligned_descent_latch:55,0,1,25,58,80,188,10,0,1,4,0,0,0,178.970,179.968,33.745,2.172,2.235,2.851
hold_xy60,908502,2,success,success,308,0.001794,0.008432,0.000645,0.008432,1.874,1.874,0.040,0,0,123,40,58,0,0,0.001830,0.010041,1.874,-1.812,nan,square_fast_settle,aligned_descent,inactive_phase:185;applied:74;aligned_descent_latch:32,0,0,0,49,40,123,11,0,0,8,0,0,0,175.080,179.958,21.734,1.861,1.324,3.175
hold_xy60,908503,3,timeout,timeout_wrong_yaw_basin,1000,0.085850,0.105181,0.023084,0.079734,175.407,175.407,4.435,0,0,49,50,0,2,0,0.086798,0.105343,-175.407,-155.091,nan,recover_recenter,raw_norm_gate,inactive_phase:373;raw_norm_gate:296;xy_gate:281,0,1,0,0,50,49,322,11,20,23,0,0,0,179.979,177.762,52.582,138.947,150.062,19.681
hold_xy60,908504,4,success,success,357,0.000792,0.009459,0.000162,0.009459,1.038,1.038,0.070,0,0,117,53,66,0,0,0.000595,0.010760,1.038,-1.962,nan,square_fast_settle,aligned_descent_latch,inactive_phase:223;applied:59;aligned_descent_latch:47,0,0,17,59,53,134,8,0,0,5,0,0,0,175.996,175.553,25.734,1.516,0.734,2.061
hold_xy60,908505,5,success,success,303,0.001428,0.009210,0.000132,0.009210,8.583,8.583,0.030,0,0,113,56,59,0,0,0.001400,0.010631,8.583,-0.115,nan,square_fast_settle,aligned_descent,inactive_phase:171;applied:65;aligned_descent_latch:32,0,0,18,55,56,131,10,0,1,6,0,0,0,172.108,174.568,46.836,1.463,10.762,12.155
hold_xy60,908506,6,success,success,393,0.001710,0.009270,0.000371,0.009270,2.453,2.453,0.052,0,0,120,39,60,0,0,0.001863,0.010887,2.453,-2.081,nan,square_fast_settle,aligned_descent_latch,inactive_phase:271;applied:73;aligned_descent_latch:25,0,0,2,47,39,122,9,0,0,5,0,0,0,164.956,174.824,26.416,1.709,1.310,3.019
hold_xy60,908507,7,success,success,296,0.002046,0.008902,0.001431,0.008902,0.257,0.257,0.045,0,0,190,60,36,1,0,0.002151,0.010394,0.257,-2.051,nan,square_fast_settle,aligned_descent_latch,applied:132;inactive_phase:105;aligned_descent:42,0,0,0,57,60,190,9,0,1,5,0,0,0,164.255,177.238,33.100,1.576,1.700,3.276
hold_xy60,908508,8,timeout,timeout_wrong_yaw_basin,1000,0.152403,0.060785,0.000511,0.000003,176.274,176.274,6.462,33,11,397,534,602,4,0,0.153577,0.061036,-176.274,-1.644,nan,recover_recenter,xy_gate,applied:348;target_hold_z_gate:347;inactive_phase:161,0,0,364,62,534,414,8,0,2,5,0,0,0,174.217,176.629,50.533,1.850,14.275,16.125
hold_xy60,908509,9,success,success,239,0.001503,0.009773,0.000228,0.009773,4.581,4.581,0.038,0,0,121,51,61,0,0,0.001460,0.010693,4.581,-1.200,nan,square_fast_settle,applied,inactive_phase:112;applied:80;aligned_descent_latch:39,0,0,6,42,51,127,10,0,0,7,0,0,0,177.362,179.451,19.133,2.007,1.694,3.234
hold_xy60,908510,10,timeout,timeout_yaw_not_aligned,1000,0.031826,0.041757,0.009636,0.041757,24.236,24.236,0.238,0,0,65,132,0,2,0,0.038940,0.042085,-24.236,-57.440,nan,recover_recenter,applied,xy_gate:462;inactive_phase:218;raw_norm_gate:188,0,67,0,0,132,65,299,173,49,37,0,0,0,179.978,179.951,57.620,149.764,149.392,10.837
hold_xy60,908511,11,success,success,372,0.000925,0.009380,0.000303,0.009380,2.782,2.782,0.051,0,0,132,50,68,0,0,0.000945,0.010729,2.782,-2.360,nan,square_fast_settle,aligned_descent_latch,inactive_phase:234;applied:79;aligned_descent_latch:30,0,0,6,53,50,138,8,0,0,5,0,0,0,178.081,179.994,19.529,1.903,1.565,3.468
